station_id,stationcategory,huc8id,huc10id,huc12id,upstream_area_sqkm,upstream_cafo_count,upstream_swine_cafo_count,upstream_poultry_cafo_count,upstream_other_cafo_count,upstream_cafo_density,upstream_swine_cafo_density,upstream_poultry_cafo_density,upstream_other_cafo_density,upstream_wastewater_count,upstream_landfill_count,upstream_other_npdes_count,upstream_wastewater_density,upstream_other_npdes_density,upstream_landfill_density,weighted_cafo_load,weighted_swine_cafo_load,weighted_poultry_cafo_load,weighted_other_cafo_load,weighted_wastewater_load,weighted_other_npdes_load,weighted_landfill_load,nearest_upstream_cafo_distance_m,nearest_upstream_swine_cafo_dist,nearest_upstream_poultry_cafo_di,nearest_upstream_other_cafo_dist,nearest_upstream_wastewater_dist,nearest_upstream_other_npdes_dis,nearest_upstream_landfill_distan,huc8_upstream_area_sqkm,huc8_upstream_cafo_count,huc8_upstream_swine_cafo_count,huc8_upstream_poultry_cafo_count,huc8_upstream_other_cafo_count,huc8_upstream_cafo_density,huc8_upstream_swine_cafo_density,huc8_upstream_poultry_cafo_densi,huc8_upstream_other_cafo_density,huc8_upstream_wastewater_count,huc8_upstream_landfill_count,huc8_upstream_other_npdes_count,huc8_upstream_wastewater_density,huc8_upstream_other_npdes_densit,huc8_upstream_landfill_density,huc8_nearest_upstream_cafo_dista,huc8_nearest_upstream_swine_cafo,huc8_nearest_upstream_poultry_ca,huc8_nearest_upstream_other_cafo,huc8_nearest_upstream_wastewater,huc8_nearest_upstream_other_npde,huc8_nearest_upstream_landfill_d,huc8_weighted_cafo_load,huc8_weighted_swine_cafo_load,huc8_weighted_poultry_cafo_load,huc8_weighted_other_cafo_load,huc8_weighted_wastewater_load,huc8_weighted_other_npdes_load,huc8_weighted_landfill_load,huc10_upstream_area_sqkm,huc10_upstream_cafo_count,huc10_upstream_swine_cafo_count,huc10_upstream_poultry_cafo_coun,huc10_upstream_other_cafo_count,huc10_upstream_cafo_density,huc10_upstream_swine_cafo_densit,huc10_upstream_poultry_cafo_dens,huc10_upstream_other_cafo_densit,huc10_upstream_wastewater_count,huc10_upstream_landfill_count,huc10_upstream_other_npdes_count,huc10_upstream_wastewater_densit,huc10_upstream_other_npdes_densi,huc10_upstream_landfill_density,huc10_nearest_upstream_cafo_dist,huc10_nearest_upstream_swine_caf,huc10_nearest_upstream_poultry_c,huc10_nearest_upstream_other_caf,huc10_nearest_upstream_wastewate,huc10_nearest_upstream_other_npd,huc10_nearest_upstream_landfill_,huc10_weighted_cafo_load,huc10_weighted_swine_cafo_load,huc10_weighted_poultry_cafo_load,huc10_weighted_other_cafo_load,huc10_weighted_wastewater_load,huc10_weighted_other_npdes_load,huc10_weighted_landfill_load,huc12_upstream_area_sqkm,huc12_upstream_cafo_count,huc12_upstream_swine_cafo_count,huc12_upstream_poultry_cafo_coun,huc12_upstream_other_cafo_count,huc12_upstream_cafo_density,huc12_upstream_swine_cafo_densit,huc12_upstream_poultry_cafo_dens,huc12_upstream_other_cafo_densit,huc12_upstream_wastewater_count,huc12_upstream_landfill_count,huc12_upstream_other_npdes_count,huc12_upstream_wastewater_densit,huc12_upstream_other_npdes_densi,huc12_upstream_landfill_density,huc12_nearest_upstream_cafo_dist,huc12_nearest_upstream_swine_caf,huc12_nearest_upstream_poultry_c,huc12_nearest_upstream_other_caf,huc12_nearest_upstream_wastewate,huc12_nearest_upstream_other_npd,huc12_nearest_upstream_landfill_,huc12_weighted_cafo_load,huc12_weighted_swine_cafo_load,huc12_weighted_poultry_cafo_load,huc12_weighted_other_cafo_load,huc12_weighted_wastewater_load,huc12_weighted_other_npdes_load,huc12_weighted_landfill_load,huc8_area_km2,huc8_pop_total,huc8_pop_density,huc8_pct_cropland,huc8_pct_crop_pasture,huc10_area_km2,huc10_pop_total,huc10_pop_density,huc10_pct_cropland,huc10_pct_crop_pasture,huc12_area_km2,huc12_pop_total,huc12_pop_density,huc12_pct_cropland,huc12_pct_crop_pasture,fecalcoliformcol100ml,fecalcoliform_rmk,fecpos,feclog,no2no3mgl,nitlog,phosphorusmgl,phoslog,exceed_fec,exceed_nit,exceed_phos,latitude,longitude,location,county,comment,streamclass,subbasin,active,date,datecollected,year,h8_pop_dens_sqm,h10_pop_dens_sqm,h12_pop_dens_sqm,urban8,urban10,urban12,semiurban8,semiurban10,semiurban12,count_all,count_sw,count_pt,h8_count_all,h8_count_sw,h8_count_pt,h10_count_all,h10_count_sw,h10_count_pt,h12_count_all,h12_count_sw,h12_count_pt,dens_all,dens_sw,dens_pt,h8_dens_all,h8_dens_sw,h8_dens_pt,h10_dens_all,h10_dens_sw,h10_dens_pt,h12_dens_all,h12_dens_sw,h12_dens_pt,dist_all,dist_sw,dist_pt,h8_dist_all,h8_dist_sw,h8_dist_pt,h10_dist_all,h10_dist_sw,h10_dist_pt,h12_dist_all,h12_dist_sw,h12_dist_pt,wcount_all,wcount_sw,wcount_pt,h8_wcount_all,h8_wcount_sw,h8_wcount_pt,h10_wcount_all,h10_wcount_sw,h10_wcount_pt,h12_wcount_all,h12_wcount_sw,h12_wcount_pt
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,64,"NA",1,1.80618,.07,-1.154902,.2,-.69897,0,0,1,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","11/2/17",02nov2017,17,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,91,"NA",1,1.959041,.57,-.2441251,.08,-1.09691,0,0,0,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","12/18/18",18dec2018,18,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,86,"NA",1,1.934498,.56,-.251812,.08,-1.09691,0,0,0,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","1/3/19",03jan2019,19,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,68,"NA",1,1.832509,.59,-.229148,.32,-.49485,0,0,1,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","1/20/22",20jan2022,22,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,28,"NA",1,1.447158,.48,-.3187588,.13,-.8860567,0,0,1,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","4/5/17",05apr2017,17,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,0,"NA",0,-.30103,0,-2.30103,0,-2.30103,0,0,0,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","5/31/22",31may2022,22,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,8,"NA",1,.90309,.02,-1.69897,.13,-.8860567,0,0,1,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","6/17/21",17jun2021,21,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,91,"NA",1,1.959041,.83,-.0809219,.08,-1.09691,0,0,0,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","1/12/17",12jan2017,17,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,4000,"NA",1,3.60206,.58,-.236572,.1,-1,1,0,1,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","9/8/16",08sep2016,16,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,5,"B2",1,.69897,.18,-.7447275,.06,-1.221849,0,0,0,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","9/29/21",29sep2021,21,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,125,"NA",1,2.09691,1,0,.22,-.6575773,0,1,1,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","5/11/22",11may2022,22,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,91,"NA",1,1.959041,.71,-.1487416,.16,-.79588,0,0,1,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","12/5/17",05dec2017,17,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,0,"NA",0,-.30103,0,-2.30103,0,-2.30103,0,0,0,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","6/28/21",28jun2021,21,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,14,"NA",1,1.146128,.02,-1.69897,.07,-1.154902,0,0,0,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","8/10/21",10aug2021,21,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
"B9030000","LCFR",3030005,303000505,30300050501,17227.32,3295,641,2612,42,.191266,.0372083,.1516196,.002438,270,43,59,.0156728,.0034248,.002496,.0276043,.0069908,.0204581,.0001554,.0011769,.000656,.0010942,3156.125,29361.26,3156.125,123623.3,76788.11,4882.101,3383.295,1738.004,99,59,40,0,.0569619,.033947,.0230149,0,1,4,9,.0005754,.0051784,.0023015,3156.125,32938.29,3156.125,,78397.6,4882.101,3383.295,.0024489,.0007417,.0017072,0,.0000128,.0003906,.000904,30.3567,4,0,4,0,.1317666,0,.1317666,0,0,3,1,0,.0329417,.098825,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,28.7049,4,0,4,0,.139349,0,.139349,0,0,3,1,0,.0348373,.1045118,3156.125,,3156.125,,,4882.101,3383.295,.001156,0,.001156,0,0,.0002048,.0008592,4049.767,157448.4,38.87838,7.94946,8.877684,361.3663,59896.77,165.7509,.7960225,.8983108,107.9824,3593.059,33.27449,.4763013,.5730308,14,"NA",1,1.146128,1.63,.2121876,.29,-.537602,0,1,1,34.3021,-78.0137,"Cape Fear River ups Indian Creek nr Phoenix","Brunswick","Dns DAK; BASF; and Fortron","C Sw","CPF17","yes","4/1/19",01apr2019,19,100.695,429.2947,86.18093,0,0,0,0,0,0,5,5,5,4,5,4,2,1,2,4,1,4,4,5,4,2,4,2,4,1,5,5,1,4,4,2,5,4,1,5,4,0,5,4,0,4,5,5,5,3,4,4,3,1,4,5,1,5
